,Timestamp,X,Y,Snelheid,Acceleration,dist to closest home,dist to closest visitor,Naam,Shirt
1481114,19000,1.086,1.646,0.89,-0.14,4.914,7.063,07_XX0002,7
1481115,19100,1.168,1.666,0.88,-0.04,4.947,7.292,07_XX0002,7
1481116,19200,1.251,1.688,0.88,0.04,4.995,7.444,07_XX0002,7
1481117,19300,1.337,1.712,0.89,0.09,5.056,7.282,07_XX0002,7
1481118,19400,1.425,1.738,0.9,0.11,5.126,7.131,07_XX0002,7
1481119,19500,1.513,1.764,0.91,0.1,5.198,6.993,07_XX0002,7
1481120,19600,1.602,1.791,0.92,0.07,5.266,6.872,07_XX0002,7
1481121,19700,1.691,1.817,0.92,0.05,5.325,6.769,07_XX0002,7
1481122,19800,1.781,1.842,0.93,0.03,5.374,6.68,07_XX0002,7
1481123,19900,1.87,1.868,0.93,0.04,5.413,6.603,07_XX0002,7
1545312,0,-21.132,2.046,0.16,0.2,13.439,20.015,09_XX0002,9
1545313,100,-21.156,2.037,0.2,0.51,13.477,19.816,09_XX0002,9
1545314,200,-21.185,2.03,0.26,0.65,13.519,19.565,09_XX0002,9
1545315,300,-21.217,2.027,0.33,0.75,13.563,19.26,09_XX0002,9
1545316,400,-21.25,2.031,0.41,0.79,13.604,18.906,09_XX0002,9
1545317,500,-21.281,2.049,0.49,0.66,13.638,18.518,09_XX0002,9
1545318,600,-21.307,2.083,0.54,0.47,13.665,18.111,09_XX0002,9
1545319,700,-21.33,2.137,0.58,0.4,13.685,17.701,09_XX0002,9
1545320,800,-21.347,2.205,0.62,0.36,13.7,17.304,09_XX0002,9
1545321,900,-21.358,2.282,0.65,0.34,13.709,16.934,09_XX0002,9
1545322,1000,-21.363,2.361,0.68,0.28,13.709,16.601,09_XX0002,9
1545323,1100,-21.361,2.438,0.71,0.16,13.699,16.314,09_XX0002,9
1545324,1200,-21.351,2.51,0.72,0.01,13.675,16.078,09_XX0002,9
1545325,1300,-21.332,2.578,0.71,-0.08,13.639,15.89,09_XX0002,9
1545326,1400,-21.305,2.64,0.7,-0.04,13.593,15.742,09_XX0002,9
1545327,1500,-21.27,2.697,0.71,0.12,13.542,15.625,09_XX0002,9
1545328,1600,-21.228,2.75,0.73,0.35,13.49,15.528,09_XX0002,9
1545329,1700,-21.181,2.796,0.77,0.55,13.44,15.442,09_XX0002,9
1545330,1800,-21.127,2.832,0.84,0.68,13.39,15.364,09_XX0002,9
1545331,1900,-21.061,2.857,0.91,0.76,13.338,15.288,09_XX0002,9
1545332,2000,-20.98,2.87,0.99,0.81,13.277,15.144,09_XX0002,9
1545333,2100,-20.88,2.876,1.07,0.88,13.2,14.833,09_XX0002,9
1545334,2200,-20.762,2.879,1.17,1.01,13.104,14.532,09_XX0002,9
1545335,2300,-20.63,2.887,1.28,1.2,12.991,14.247,09_XX0002,9
1545336,2400,-20.49,2.904,1.41,1.38,12.865,13.981,09_XX0002,9
1545337,2500,-20.346,2.93,1.55,1.5,12.733,13.729,09_XX0002,9
1545338,2600,-20.199,2.961,1.7,1.54,12.598,13.478,09_XX0002,9
1545339,2700,-20.042,2.993,1.86,1.51,12.46,13.21,09_XX0002,9
1545340,2800,-19.869,3.022,2,1.39,12.309,12.916,09_XX0002,9
1545341,2900,-19.671,3.049,2.13,1.18,12.139,12.594,09_XX0002,9
1545342,3000,-19.446,3.079,2.24,0.88,11.941,12.253,09_XX0002,9
1545343,3100,-19.195,3.119,2.31,0.49,11.718,11.912,09_XX0002,9
1545344,3200,-18.928,3.17,2.33,0.06,11.477,11.586,09_XX0002,9
1545345,3300,-18.657,3.23,2.32,-0.39,11.234,11.283,09_XX0002,9
1545346,3400,-18.395,3.296,2.26,-0.78,11.007,11.005,09_XX0002,9
1545347,3500,-18.153,3.361,2.17,-1.05,10.81,10.75,09_XX0002,9
1545348,3600,-17.942,3.423,2.05,-1.16,10.655,10.522,09_XX0002,9
1545349,3700,-17.763,3.482,1.94,-1.12,10.547,10.326,09_XX0002,9
1545350,3800,-17.615,3.539,1.83,-0.95,10.481,10.173,09_XX0002,9
1545351,3900,-17.488,3.598,1.75,-0.66,10.448,10.07,09_XX0002,9
1545352,4000,-17.369,3.659,1.7,-0.24,10.436,10.021,09_XX0002,9
1545353,4100,-17.246,3.728,1.7,0.27,10.431,10.029,09_XX0002,9
1545354,4200,-17.11,3.804,1.76,0.78,10.425,10.088,09_XX0002,9
1545355,4300,-16.955,3.882,1.86,1.16,10.411,10.188,09_XX0002,9
1545356,4400,-16.779,3.949,1.98,1.34,10.385,10.312,09_XX0002,9
1545357,4500,-16.58,3.991,2.12,1.36,10.343,10.439,09_XX0002,9
1545358,4600,-16.359,3.999,2.25,1.25,10.282,10.555,09_XX0002,9
1545359,4700,-16.12,3.973,2.37,1.08,10.205,10.655,09_XX0002,9
1545360,4800,-15.867,3.924,2.47,0.94,10.118,10.748,09_XX0002,9
1545361,4900,-15.606,3.862,2.56,0.82,10.027,10.845,09_XX0002,9
1545362,5000,-15.344,3.794,2.63,0.71,9.937,10.956,09_XX0002,9
1545363,5100,-15.081,3.722,2.7,0.59,9.85,11.084,09_XX0002,9
1545364,5200,-14.821,3.642,2.75,0.48,9.767,11.224,09_XX0002,9
1545365,5300,-14.563,3.551,2.8,0.42,9.688,11.372,09_XX0002,9
1545366,5400,-14.308,3.445,2.84,0.41,9.613,11.522,09_XX0002,9
1545367,5500,-14.056,3.324,2.88,0.42,9.545,11.67,09_XX0002,9
1545368,5600,-13.805,3.186,2.92,0.41,9.48,11.814,09_XX0002,9
1545369,5700,-13.554,3.032,2.96,0.39,9.418,11.951,09_XX0002,9
1545370,5800,-13.304,2.861,3,0.35,9.357,12.08,09_XX0002,9
1545371,5900,-13.056,2.678,3.03,0.3,9.297,12.201,09_XX0002,9
1545372,6000,-12.809,2.486,3.06,0.23,9.242,12.316,09_XX0002,9
1545373,6100,-12.565,2.288,3.08,0.14,9.193,12.427,09_XX0002,9
1545374,6200,-12.324,2.088,3.09,0.06,9.155,12.538,09_XX0002,9
1545375,6300,-12.088,1.886,3.09,0,9.126,12.65,09_XX0002,9
1545376,6400,-11.857,1.682,3.09,-0.03,9.106,12.768,09_XX0002,9
1545377,6500,-11.63,1.476,3.08,-0.03,9.094,12.893,09_XX0002,9
1545378,6600,-11.407,1.267,3.08,-0.01,9.088,13.028,09_XX0002,9
1545379,6700,-11.189,1.055,3.08,0.02,9.087,13.175,09_XX0002,9
1545380,6800,-10.975,0.837,3.08,0.04,9.091,13.33,09_XX0002,9
1545381,6900,-10.764,0.614,3.09,0.07,9.099,13.491,09_XX0002,9
1545382,7000,-10.556,0.385,3.1,0.11,9.109,13.655,09_XX0002,9
1545383,7100,-10.352,0.149,3.11,0.13,9.122,13.82,09_XX0002,9
1545384,7200,-10.151,-0.091,3.13,0.15,9.138,13.988,09_XX0002,9
1545385,7300,-9.955,-0.335,3.14,0.12,9.158,14.161,09_XX0002,9
1545386,7400,-9.764,-0.585,3.15,0.06,9.185,14.337,09_XX0002,9
1545387,7500,-9.579,-0.84,3.15,-0.05,9.216,14.516,09_XX0002,9
1545388,7600,-9.402,-1.103,3.14,-0.17,9.25,14.694,09_XX0002,9
1545389,7700,-9.233,-1.374,3.12,-0.29,9.285,14.87,09_XX0002,9
1545390,7800,-9.075,-1.652,3.08,-0.41,9.321,15.045,09_XX0002,9
1545391,7900,-8.927,-1.932,3.04,-0.51,9.359,15.222,09_XX0002,9
1545392,8000,-8.793,-2.212,2.98,-0.62,9.406,15.407,09_XX0002,9
1545393,8100,-8.672,-2.488,2.91,-0.72,9.466,15.604,09_XX0002,9
1545394,8200,-8.565,-2.757,2.83,-0.83,9.542,15.819,09_XX0002,9
1545395,8300,-8.473,-3.02,2.75,-0.95,9.63,16.049,09_XX0002,9
1545396,8400,-8.395,-3.277,2.64,-1.11,9.726,16.033,09_XX0002,9
1545397,8500,-8.332,-3.528,2.52,-1.29,9.821,15.956,09_XX0002,9
1545398,8600,-8.283,-3.773,2.38,-1.49,9.91,15.872,09_XX0002,9
1545399,8700,-8.247,-4.011,2.23,-1.68,1.7,15.78,09_XX0002,9
1545400,8800,-8.223,-4.24,2.05,-2.25,1.487,15.682,09_XX0002,9
1545401,8900,-8.209,-4.454,1.8,-2.2,1.293,15.578,09_XX0002,9
1545402,9000,-8.202,-4.645,1.59,-2.06,1.125,15.469,09_XX0002,9
1545403,9100,-8.2,-4.807,1.39,-1.94,0.991,15.36,09_XX0002,9
1545404,9200,-8.201,-4.939,1.2,-1.85,0.894,15.251,09_XX0002,9
1545405,9300,-8.204,-5.041,1.02,-1.76,0.836,15.143,09_XX0002,9
1545406,9400,-1.473,-31.102,0.85,-1.61,4.484,11.567,09_XX0002,9
1545407,9500,-1.518,-31.112,0.7,-1.38,4.572,11.738,09_XX0002,9
1545408,9600,-1.568,-31.122,0.58,-1.08,4.682,11.926,09_XX0002,9
1545409,9700,-1.619,-31.135,0.49,-0.76,4.806,12.138,09_XX0002,9
1545410,9800,-1.666,-31.151,0.43,-0.02,4.942,12.38,09_XX0002,9
1545411,9900,-1.705,-31.173,0.46,0.11,5.085,12.653,09_XX0002,9
1545412,10000,-1.736,-31.198,0.47,0.13,5.235,12.942,09_XX0002,9
1545413,10100,-1.764,-31.225,0.48,0.16,5.392,13.214,09_XX0002,9
1545414,10200,-1.793,-31.251,0.5,0.23,5.555,13.16,09_XX0002,9
1545415,10300,-1.83,-31.273,0.53,0.32,5.726,12.964,09_XX0002,9
1545416,10400,-1.876,-31.292,0.56,0.41,5.903,12.792,09_XX0002,9
1545417,10500,-1.933,-31.306,0.61,0.49,6.083,12.653,09_XX0002,9
1545418,10600,-1.997,-31.315,0.66,0.53,6.259,12.541,09_XX0002,9
1545419,10700,-2.069,-31.319,0.71,0.54,6.426,12.452,09_XX0002,9
1545420,10800,-2.145,-31.317,0.77,0.55,6.583,12.385,09_XX0002,9
1545421,10900,-2.226,-31.307,0.82,0.58,6.728,12.344,09_XX0002,9
1545422,11000,-2.31,-31.288,0.89,0.71,6.859,12.336,09_XX0002,9
1545423,11100,-2.393,-31.257,0.97,0.92,6.976,12.362,09_XX0002,9
1545424,11200,-2.474,-31.21,1.07,1.18,7.075,12.416,09_XX0002,9
1545425,11300,-2.548,-31.147,1.2,1.4,7.154,12.489,09_XX0002,9
1545426,11400,-2.614,-31.064,1.35,1.57,7.213,12.568,09_XX0002,9
1545427,11500,-2.666,-30.955,1.52,1.7,7.249,12.642,09_XX0002,9
1545428,11600,-2.701,-30.814,1.69,1.8,7.264,12.703,09_XX0002,9
1545429,11700,-2.718,-30.638,1.88,1.9,7.261,12.747,09_XX0002,9
1545430,11800,-2.717,-30.432,2.07,1.98,7.245,12.775,09_XX0002,9
1545431,11900,-2.698,-30.201,2.27,2.01,7.221,12.792,09_XX0002,9
1545432,12000,-2.664,-29.954,2.47,1.92,7.19,12.8,09_XX0002,9
1545433,12100,-2.614,-29.694,2.65,1.72,7.153,12.803,09_XX0002,9
1545434,12200,-2.55,-29.424,2.81,1.45,7.108,12.724,09_XX0002,9
1545435,12300,-2.471,-29.142,2.94,1.2,7.057,12.629,09_XX0002,9
1545436,12400,-2.376,-28.851,3.05,1,7.002,12.531,09_XX0002,9
1545437,12500,-2.268,-28.551,3.14,0.84,6.945,12.432,09_XX0002,9
1545438,12600,-2.147,-28.245,3.22,0.7,6.892,12.336,09_XX0002,9
1545439,12700,-2.015,-27.937,3.28,0.54,6.846,12.248,09_XX0002,9
1545440,12800,-1.875,-27.629,3.33,0.36,6.809,12.175,09_XX0002,9
1545441,12900,-1.727,-27.322,3.36,0.18,6.784,12.119,09_XX0002,9
1545442,13000,-1.57,-27.019,3.37,0.03,6.774,12.084,09_XX0002,9
1545443,13100,-1.405,-26.72,3.36,-0.08,6.781,12.073,09_XX0002,9
1545444,13200,-1.231,-26.427,3.35,-0.16,6.805,12.091,09_XX0002,9
1545445,13300,-1.05,-26.143,3.33,-0.23,6.843,12.143,09_XX0002,9
1545446,13400,-0.865,-25.866,3.3,-0.33,6.89,12.061,09_XX0002,9
1545447,13500,-0.676,-25.597,3.26,-0.48,6.943,11.962,09_XX0002,9
1545448,13600,-0.486,-25.333,3.21,-0.65,7,11.864,09_XX0002,9
1545449,13700,-0.296,-25.072,3.13,-0.8,7.062,11.767,09_XX0002,9
1545450,13800,-0.106,-24.815,3.05,-0.92,7.133,11.672,09_XX0002,9
1545451,13900,0.081,-24.564,2.95,-0.99,7.215,11.581,09_XX0002,9
1545452,14000,0.262,-24.323,2.85,-1.01,7.304,11.497,09_XX0002,9
1545453,14100,0.432,-24.094,2.75,-0.99,7.395,11.424,09_XX0002,9
1545454,14200,0.589,-23.877,2.65,-0.96,7.48,11.361,09_XX0002,9
1545455,14300,0.729,-23.67,2.56,-0.9,7.553,11.309,09_XX0002,9
1545456,14400,0.854,-23.469,2.47,-0.82,7.609,11.263,09_XX0002,9
1545457,14500,0.963,-23.269,2.4,-0.7,7.645,11.218,09_XX0002,9
1545458,14600,1.06,-23.065,2.33,-0.56,7.662,11.17,09_XX0002,9
1545459,14700,1.143,-22.856,2.28,-0.44,7.661,11.116,09_XX0002,9
1545460,14800,1.21,-22.641,2.24,-0.37,7.647,11.058,09_XX0002,9
1545461,14900,1.261,-22.42,2.21,-0.35,7.624,10.997,09_XX0002,9
1545462,15000,1.294,-22.198,2.17,-0.39,7.594,10.934,09_XX0002,9
1545463,15100,1.309,-21.976,2.13,-0.47,7.56,10.865,09_XX0002,9
1545464,15200,1.307,-21.758,2.08,-0.56,7.525,10.784,09_XX0002,9
1545465,15300,1.292,-21.548,2.02,-0.64,7.49,10.681,09_XX0002,9
1545466,15400,1.267,-21.348,1.95,-0.71,7.457,10.543,09_XX0002,9
1545467,15500,1.231,-21.16,1.87,-0.76,7.427,10.358,09_XX0002,9
1545468,15600,1.185,-20.984,1.8,-0.78,7.397,10.121,09_XX0002,9
1545469,15700,1.126,-20.821,1.72,-0.77,7.366,9.842,09_XX0002,9
1545470,15800,1.053,-20.673,1.64,-0.71,7.333,9.547,09_XX0002,9
1545471,15900,0.967,-20.54,1.58,-0.61,7.298,9.27,09_XX0002,9
1545472,16000,0.87,-20.423,1.52,-0.5,7.264,9.04,09_XX0002,9
1545473,16100,0.765,-20.324,1.48,-0.38,7.237,8.87,09_XX0002,9
1545474,16200,0.652,-20.242,1.45,-0.28,7.222,8.754,09_XX0002,9
1545475,16300,0.534,-20.174,1.42,-0.19,7.226,8.677,09_XX0002,9
1545476,16400,0.411,-20.117,1.41,-0.1,7.25,8.622,09_XX0002,9
1545477,16500,0.284,-20.068,1.4,-0.02,7.293,8.575,09_XX0002,9
1545478,16600,0.152,-20.026,1.4,0.05,7.352,8.528,09_XX0002,9
1545479,16700,0.016,-19.992,1.41,0.11,7.424,8.478,09_XX0002,9
1545480,16800,-0.124,-19.968,1.42,0.14,7.51,8.426,09_XX0002,9
1545481,16900,-0.267,-19.954,1.44,0.15,7.609,8.376,09_XX0002,9
1545482,17000,-0.413,-19.951,1.45,0.13,7.719,8.332,09_XX0002,9
1545483,17100,-0.559,-19.958,1.46,0.09,7.833,8.296,09_XX0002,9
1545484,17200,-0.705,-19.977,1.47,0.06,7.943,8.273,09_XX0002,9
1545485,17300,-0.851,-20.006,1.48,0.07,8.051,8.263,09_XX0002,9
1545486,17400,-0.997,-20.043,1.49,0.1,8.163,8.262,09_XX0002,9
1545487,17500,-1.142,-20.082,1.5,0.16,8.284,8.268,09_XX0002,9
1545488,17600,-1.285,-20.124,1.52,0.2,8.413,8.278,09_XX0002,9
1545489,17700,-1.425,-20.172,1.54,0.2,8.54,8.297,09_XX0002,9
1545490,17800,-1.561,-20.23,1.56,0.16,8.658,8.33,09_XX0002,9
1545491,17900,-1.696,-20.301,1.57,0.11,8.766,8.383,09_XX0002,9
1545492,18000,-1.829,-20.387,1.58,0.06,8.867,8.46,09_XX0002,9
1545493,18100,-1.962,-20.484,1.58,0.06,8.964,8.564,09_XX0002,9
1545494,18200,-2.092,-20.589,1.59,0.08,9.059,8.694,09_XX0002,9
1545495,18300,-2.22,-20.697,1.6,0.07,9.148,8.848,09_XX0002,9
1545496,18400,-2.344,-20.805,1.6,0,9.234,9.018,09_XX0002,9
1545497,18500,-2.463,-20.91,1.6,-0.12,9.321,9.2,09_XX0002,9
1545498,18600,-2.575,-21.016,1.58,-0.22,9.412,9.393,09_XX0002,9
1545499,18700,-2.681,-21.127,1.55,-0.22,9.503,9.598,09_XX0002,9
1545500,18800,-2.781,-21.248,1.54,-0.1,9.588,9.814,09_XX0002,9
1545501,18900,-2.873,-21.374,1.53,0.06,9.664,10.035,09_XX0002,9
1545502,19000,-2.957,-21.501,1.55,0.16,9.733,10.25,09_XX0002,9
1545503,19100,-3.035,-21.625,1.56,0.15,9.804,10.453,09_XX0002,9
1545504,19200,-3.107,-21.75,1.57,0.05,9.883,10.649,09_XX0002,9
1545505,19300,-3.178,-21.882,1.57,-0.04,9.966,10.849,09_XX0002,9
1545506,19400,-3.25,-22.027,1.57,-0.06,10.043,11.06,09_XX0002,9
1545507,19500,-3.326,-22.18,1.56,-0.01,10.104,11.279,09_XX0002,9
1545508,19600,-3.406,-22.332,1.56,-0.01,10.145,11.494,09_XX0002,9
1545509,19700,-3.488,-22.475,1.56,-0.16,10.169,11.691,09_XX0002,9
1545510,19800,-3.57,-22.607,1.53,-0.46,10.18,11.83,09_XX0002,9
1545511,19900,-3.652,-22.733,1.47,-0.78,10.179,11.969,09_XX0002,9
1609700,0,8.596,-10.617,0.28,0.47,10.928,10.878,11_XX0002,11
1609701,100,8.619,-10.645,0.38,1.11,10.812,11.098,11_XX0002,11
1609702,200,8.644,-10.683,0.5,1.29,10.666,11.38,11_XX0002,11
1609703,300,8.668,-10.731,0.64,1.4,10.487,11.727,11_XX0002,11
1609704,400,8.687,-10.793,0.78,1.42,10.28,12.133,11_XX0002,11
1609705,500,8.695,-10.872,0.92,1.2,10.049,12.237,11_XX0002,11
1609706,600,8.687,-10.972,1.02,0.89,9.801,12.304,11_XX0002,11
1609707,700,8.661,-11.09,1.1,0.72,9.543,12.386,11_XX0002,11
1609708,800,8.617,-11.218,1.16,0.56,9.29,12.483,11_XX0002,11
1609709,900,8.555,-11.347,1.21,0.45,9.057,12.598,11_XX0002,11
1609710,1000,8.48,-11.465,1.25,0.4,8.861,12.728,11_XX0002,11
1609711,1100,8.397,-11.569,1.29,0.42,8.711,12.87,11_XX0002,11
1609712,1200,8.311,-11.66,1.34,0.47,8.606,13.016,11_XX0002,11
1609713,1300,8.23,-11.746,1.39,0.55,8.539,13.158,11_XX0002,11
1609714,1400,8.162,-11.838,1.45,0.68,8.492,13.287,11_XX0002,11
1609715,1500,8.111,-11.948,1.53,0.88,8.447,13.393,11_XX0002,11
1609716,1600,8.086,-12.086,1.63,1.13,8.392,13.467,11_XX0002,11
1609717,1700,8.094,-12.251,1.75,1.39,8.321,13.498,11_XX0002,11
1609718,1800,8.143,-12.431,1.9,1.64,8.24,13.478,11_XX0002,11
1609719,1900,8.237,-12.61,2.08,1.82,8.159,13.405,11_XX0002,11
1609720,2000,8.376,-12.777,2.26,1.87,8.081,13.282,11_XX0002,11
1609721,2100,8.554,-12.928,2.45,1.81,8.006,13.118,11_XX0002,11
1609722,2200,8.765,-13.064,2.63,1.71,7.927,12.923,11_XX0002,11
1609723,2300,9.003,-13.192,2.79,1.63,7.837,12.705,11_XX0002,11
1609724,2400,9.263,-13.318,2.95,1.56,7.729,12.472,11_XX0002,11
1609725,2500,9.544,-13.445,3.1,1.47,7.6,12.228,11_XX0002,11
1609726,2600,9.842,-13.575,3.25,1.35,7.454,11.981,11_XX0002,11
1609727,2700,10.156,-13.71,3.37,1.19,7.298,11.734,11_XX0002,11
1609728,2800,10.481,-13.848,3.48,1.03,7.145,11.492,11_XX0002,11
1609729,2900,10.816,-13.989,3.58,0.85,7.001,11.261,11_XX0002,11
1609730,3000,11.156,-14.131,3.66,0.67,6.873,11.041,11_XX0002,11
1609731,3100,11.503,-14.273,3.71,0.5,6.759,10.832,11_XX0002,11
1609732,3200,11.854,-14.414,3.76,0.33,6.655,10.635,11_XX0002,11
1609733,3300,12.209,-14.555,3.78,0.17,6.556,10.447,11_XX0002,11
1609734,3400,12.566,-14.696,3.79,0.02,6.452,10.269,11_XX0002,11
1609735,3500,12.923,-14.839,3.78,-0.15,6.341,10.1,11_XX0002,11
1609736,3600,13.278,-14.984,3.76,-0.31,6.223,9.941,11_XX0002,11
1609737,3700,13.63,-15.135,3.72,-0.47,6.101,9.794,11_XX0002,11
1609738,3800,13.974,-15.293,3.67,-0.54,5.983,9.661,11_XX0002,11
1609739,3900,14.306,-15.46,3.62,-0.48,5.874,9.543,11_XX0002,11
1609740,4000,14.623,-15.638,3.58,-0.25,5.772,9.438,11_XX0002,11
1609741,4100,14.921,-15.825,3.57,0.09,5.672,9.345,11_XX0002,11
1609742,4200,15.195,-16.025,3.59,0.42,5.563,9.264,11_XX0002,11
1609743,4300,15.439,-16.246,3.65,0.68,5.432,9.198,11_XX0002,11
1609744,4400,15.648,-16.501,3.73,0.87,5.265,9.149,11_XX0002,11
1609745,4500,15.819,-16.802,3.82,1.04,5.057,9.12,11_XX0002,11
1609746,4600,15.954,-17.152,3.94,1.21,4.808,9.114,11_XX0002,11
1609747,4700,16.063,-17.546,4.07,1.39,4.531,9.129,11_XX0002,11
1609748,4800,16.156,-17.97,4.21,1.53,4.242,9.166,11_XX0002,11
1609749,4900,16.244,-18.411,4.37,1.54,3.965,9.227,11_XX0002,11
1609750,5000,16.332,-18.862,4.52,1.39,3.718,9.312,11_XX0002,11
1609751,5100,16.42,-19.317,4.65,1.12,3.516,9.424,11_XX0002,11
1609752,5200,16.508,-19.779,4.74,0.83,3.366,9.565,11_XX0002,11
1609753,5300,16.591,-20.248,4.81,0.6,3.259,9.735,11_XX0002,11
1609754,5400,16.667,-20.728,4.87,0.48,3.18,9.938,11_XX0002,11
1609755,5500,16.727,-21.219,4.91,0.48,3.111,10.178,11_XX0002,11
1609756,5600,16.769,-21.72,4.96,0.55,3.037,10.202,11_XX0002,11
1609757,5700,16.791,-22.225,5.02,0.61,2.953,9.801,11_XX0002,11
1609758,5800,16.795,-22.73,5.08,0.56,2.861,9.4,11_XX0002,11
1609759,5900,16.784,-23.233,5.13,0.35,2.765,9.003,11_XX0002,11
1609760,6000,16.76,-23.738,5.15,-0.03,2.674,8.61,11_XX0002,11
1609761,6100,16.72,-24.251,5.12,-0.54,2.598,8.22,11_XX0002,11
1609762,6200,16.662,-24.776,5.04,-1.13,2.548,7.838,11_XX0002,11
1609763,6300,16.585,-25.307,4.89,-1.81,2.536,7.472,11_XX0002,11
1609764,6400,16.49,-25.832,4.67,-2.6,2.562,7.135,11_XX0002,11
1609765,6500,16.383,-26.333,4.37,-3.43,2.62,6.835,11_XX0002,11
1609766,6600,16.266,-26.794,4,-3.87,2.698,6.576,11_XX0002,11
1609767,6700,16.144,-27.199,3.61,-3.6,2.785,6.359,11_XX0002,11
1609768,6800,16.019,-27.535,3.28,-2.99,2.879,6.189,11_XX0002,11
1609769,6900,15.891,-27.788,3.02,-2.32,2.988,6.071,11_XX0002,11
1609770,7000,15.76,-27.942,2.82,-1.65,3.131,6.015,11_XX0002,11
1609771,7100,15.629,-27.986,2.69,-0.99,3.319,6.027,11_XX0002,11
1609772,7200,15.499,-27.92,2.62,-0.32,3.55,6.099,11_XX0002,11
1609773,7300,15.373,-27.758,2.62,0.37,3.806,6.22,11_XX0002,11
1609774,7400,15.249,-27.52,2.7,1.09,4.062,6.372,11_XX0002,11
1609775,7500,15.124,-27.233,2.84,1.68,4.296,6.54,11_XX0002,11
1609776,7600,14.993,-26.916,3.02,1.78,4.499,6.714,11_XX0002,11
1609777,7700,14.854,-26.587,3.17,1.15,4.67,6.886,11_XX0002,11
1609778,7800,14.707,-26.257,3.25,0.34,4.811,7.05,11_XX0002,11
1609779,7900,14.551,-25.936,3.25,-0.28,4.921,7.198,11_XX0002,11
1609780,8000,14.389,-25.632,3.2,-0.65,4.999,7.327,11_XX0002,11
1609781,8100,14.218,-25.357,3.12,-0.83,5.044,7.431,11_XX0002,11
1609782,8200,14.035,-25.119,3.04,-0.9,4.758,7.509,11_XX0002,11
1609783,8300,13.838,-24.921,2.94,-0.91,4.246,7.351,11_XX0002,11
1609784,8400,13.623,-24.761,2.86,-0.84,3.814,7.04,11_XX0002,11
1609785,8500,13.392,-24.632,2.78,-0.69,3.46,6.787,11_XX0002,11
1609786,8600,13.149,-24.524,2.72,-0.43,3.184,6.592,11_XX0002,11
1609787,8700,12.899,-24.423,2.69,-0.11,2.982,6.446,11_XX0002,11
1609788,8800,12.65,-24.318,2.7,0.2,2.843,6.336,11_XX0002,11
1609789,8900,12.407,-24.202,2.73,0.4,2.753,6.252,11_XX0002,11
1609790,9000,12.172,-24.078,2.78,0.49,2.702,6.196,11_XX0002,11
1609791,9100,11.936,-23.952,2.83,0.49,2.682,6.177,11_XX0002,11
1609792,9200,11.691,-23.831,2.87,0.45,2.691,6.205,11_XX0002,11
1609793,9300,11.429,-23.721,2.92,0.41,2.727,6.282,11_XX0002,11
1609794,9400,11.146,-23.621,2.96,0.37,2.787,6.401,11_XX0002,11
1609795,9500,10.848,-23.534,2.99,0.32,2.87,6.549,11_XX0002,11
1609796,9600,10.54,-23.46,3.02,0.22,2.976,6.714,11_XX0002,11
1609797,9700,10.23,-23.398,3.03,0.02,3.107,6.89,11_XX0002,11
1609798,9800,9.92,-23.349,3.02,-0.29,3.265,7.073,11_XX0002,11
1609799,9900,9.614,-23.317,2.97,-0.64,3.456,7.262,11_XX0002,11
1609800,10000,9.313,-23.307,2.89,-0.93,3.683,7.456,11_XX0002,11
1609801,10100,9.018,-23.32,2.79,-1.11,3.945,7.654,11_XX0002,11
1609802,10200,8.734,-23.353,2.67,-1.18,4.235,7.829,11_XX0002,11
1609803,10300,8.465,-23.394,2.56,-1.19,4.538,7.587,11_XX0002,11
1609804,10400,8.215,-23.43,2.44,-1.14,4.84,7.321,11_XX0002,11
1609805,10500,7.984,-23.449,2.33,-1,5.133,7.025,11_XX0002,11
1609806,10600,7.771,-23.451,2.24,-0.79,5.416,6.712,11_XX0002,11
1609807,10700,7.57,-23.435,2.17,-0.51,5.326,6.407,11_XX0002,11
1609808,10800,7.379,-23.4,2.14,-0.2,5.233,6.128,11_XX0002,11
1609809,10900,7.2,-23.337,2.13,0.13,5.128,5.885,11_XX0002,11
1609810,11000,7.036,-23.236,2.16,0.43,5.006,5.678,11_XX0002,11
1609811,11100,6.89,-23.094,2.22,0.68,4.864,5.505,11_XX0002,11
1609812,11200,6.762,-22.913,2.3,0.9,4.701,5.369,11_XX0002,11
1609813,11300,6.653,-22.703,2.4,1.07,4.522,5.272,11_XX0002,11
1609814,11400,6.559,-22.472,2.51,1.19,4.332,5.221,11_XX0002,11
1609815,11500,6.48,-22.226,2.63,1.21,4.14,5.216,11_XX0002,11
1609816,11600,6.413,-21.965,2.75,1.14,3.949,5.255,11_XX0002,11
1609817,11700,6.36,-21.689,2.86,1.02,3.766,5.334,11_XX0002,11
1609818,11800,6.318,-21.399,2.96,0.93,3.595,5.448,11_XX0002,11
1609819,11900,6.286,-21.096,3.05,0.85,3.443,5.593,11_XX0002,11
1609820,12000,6.265,-20.782,3.13,0.77,3.311,5.766,11_XX0002,11
1609821,12100,6.253,-20.46,3.2,0.66,3.199,5.966,11_XX0002,11
1609822,12200,6.25,-20.131,3.26,0.53,3.102,6.191,11_XX0002,11
1609823,12300,6.254,-19.796,3.31,0.39,3.017,6.44,11_XX0002,11
1609824,12400,6.263,-19.459,3.34,0.25,2.944,6.711,11_XX0002,11
